Site,Method,ResponseId,duration,date,language,metadata_Browser,metadata_Version,metadata_Operating_System,metadata_Resolution,NPS,NPS_GROUP,npswhy,Finished,visit_date,motivations_normalroutine,motivations_supportsite,motivations_relax,motivations_spendtime,motivations_show,motivations_showplus2,motivations_fun_group,motivations_education_group,motivations_education_self,motivations_fun_self,motivations_other,motivations_area,motivations_other_text,exprogshow_explo,exprogshow_explo_4_TEXT,OER,oerwhy,why_oerbad_explo_1,why_oerbad_explo_2,why_oerbad_explo_3,why_oerbad_explo_4,why_oerbad_explo_5,why_oerbad_explo_6,why_oerbad_explo_7,why_oerbad_explo_8,why_oerbad_explo_9,why_oerbad_explo_10,why_oerbad_explo_11,why_oerbad_explo_11_TEXT,previsit_health,postvisit_health,explain_health_good,explain_health_bad,how_handson,explo_healthpractice_1,explo_healthpractice_2,explo_healthpractice_3,explo_healthpractice_4,explo_healthpractice_5,explo_healthpractice_6,explo_healthpractice_7,explo_healthpractice_8,entrytime,ed_quality,ent_quality,valuecost,acton_belonging,exgoodorder,staff_helpful,cafe_exp,giftshop_exp,web_helpful,museum_clean,wayfinding,staff_friendly,restrooms,ratings_ctsc_subway,ratings_ctsc_concessions,timing_explo_First_Click,timing_explo_Last_Click,timing_explo_Page_Submit,timing_explo_Click_Count,seedo_explo_1,seedo_explo_4,seedo_explo_10,seedo_explo_11,seedo_explo_12,seedo_explo_13,seedo_explo_5,seedo_explo_6,seedo_explo_7,seedo_explo_8,seedo_explo_9,seedo_explo_8_TEXT,why_sf_explo_1,why_sf_explo_2,why_sf_explo_3,why_sf_explo_4,why_sf_explo_5,why_sf_explo_6,why_sf_explo_7,why_sf_explo_7_TEXT,howhear_explo_1,howhear_explo_4,howhear_explo_5,howhear_explo_6,howhear_explo_7,howhear_explo_8,howhear_explo_9,howhear_explo_10,howhear_explo_11,howhear_explo_12,howhear_explo_3,howhear_explo_3_TEXT,adremember_explo,adaffect_explo,howarrive_explo,howarrive_explo_5_TEXT,groupmembers_explo_1,groupmembers_explo_4,groupmembers_explo_5,groupmembers_explo_6,groupmembers_explo_7,groupmembers_explo_8,groupmembers_explo_9,groupmembers_explo_3,groupmembers_explo_3_TEXT,language_explo_1,language_explo_4,language_explo_5,language_explo_6,language_explo_7,language_explo_8,language_explo_9,language_explo_10,language_explo_11,language_explo_12,language_explo_13,language_explo_14,language_explo_15,language_explo_16,language_explo_17,language_explo_18,language_explo_19,language_explo_20,language_explo_21,language_explo_22,language_explo_23,language_explo_24,language_explo_3,language_explo_3_TEXT,evermarried_explo,childrenotwith_explo,explo_emergadult,liveinus,zip,non_US,group,lastvisit_covid,lastvisit,howmanyvisits,Nadults,Nchild,race_amind_alask,race_asian,race_afram,race_hisp_lat,race_haw_pacis,race_white,race_other,race_notsay,race_other_text,lgbt,education,education_7_TEXT,income,income_pre,income_covid,disability,dis_mobility,dis_visual,dis_auditory,dis_learning,dis_cognitive,dis_other,dis_notsay,dis_other_text,age,adult1_gender,gender_3_TEXT,adult2_age,adult3_age,adult4_age,adult5_age,adult6_age,adult7_age,adult8_age,adult9_age,adult10_age,adult2_gender,adult3_gender,adult4_gender,adult5_gender,adult6_gender,adult7_gender,adult8_gender,adult9_gender,adult10_gender,adult10plus,child1_age,child2_age,child3_age,child4_age,child5_age,child6_age,child7_age,child8_age,child9_age,child10_age,child1_gender,child2_gender,child3_gender,child4_gender,child5_gender,child6_gender,child7_gender,child8_gender,child9_gender,child10_gender,child10plus,comments,member,AAM_Region,Museum_Type,Size,timezone,month,CY,QR,exittime,staytime0,staytime,day_of_week,weekend,quarter,FY,FYQ,adult1_age,state,race_norace,tot_boy,tot_girl,tot_childgen_other,tot_childgen_notsay,tot_male,tot_female,tot_other,tot_gennotsay,tot_0_3,tot_4_7,tot_8_12,tot_13_17,tot_childage_notsay,tot_childage_dontknow,tot_18_24,tot_25_34,tot_35_44,tot_45_54,tot_55_64,tot_65,tot_agenotsay,tot_agedontknow,zips_explo
the Exploratorium,QR,R_1f9PRSiLTvRw8jb,317.285,1/23/22,1,Safari iPhone,15.1,iPhone,390x844,10,3, ,1, , , , ,1, , , , , , , , , , , ,5, , , , , , , , , , , , , ,4, , , ,5, , ,1, , , , , , ,10,10,10, ,10,10,10,10, , , , , , , ,7.139,27.337,28.563,11,1,1,1,1, , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , ,1,2,2, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,94598, ,1, ,1,3,2,2, , , , , ,1, , , ,2,4, , ,8, ,2, , , , , , , , ,50,1, ,4, , , , , , , , ,2, , , , , , , , , ,1,4, , , , , , , , , , , , , , , , , , , , ,1,West,Science,Large,3,1,2022,1,14:14:13, , ,1,1,1,22,23,4,5,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,2
the Exploratorium,Staffed,R_2zbWBqaSwwcAYsS,575.22,1/23/22,1,Safari iPad,14.0.1,iPad,768x1024,10,3, ,1, , , , ,1,1, , , , , , , , ,6, ,4, , , , , , , , , , , , , ,3,3, , ,5,1, , , , , , , ,14,10,9,9, ,9, , , , , , , , , , ,2.95,11.422,12.217,6,1, , ,1, , , , , , , , , , ,1, , , , , ,1, , , , , , , , , , , ,1,1,1, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,1,Hebrew,1,2, ,1,94108, ,2, ,2,2,2,0, , , , , ,1, , , ,2,6, , ,3, ,2, , , , , , , , ,32,2, ,2, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,West,Science,Large,3,1,2022,0,14:22:32,7652,4,1,1,1,22,23,2,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5
the Exploratorium,Staffed,R_2VsioMzaY3e8gHM,166.263,1/23/22,1,Safari iPad,14.0.1,iPad,768x1024,10,3, ,1, , , , ,1, , , , , , , , , , , ,5, , , , , , , , , , , , , ,4, , , ,5, , , , ,1,1, , ,15,10, , , , ,10,10,10, , , , , , , ,0.34,13.765,15.443,12, , , ,1, , , , , , , , , , ,1, , , , , ,1, , , , , , , , , , , ,1,2,2, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , ,1, , , , , , , ,2, , ,1, , ,1, ,4,1,1,1, , , ,1, , , , , ,4,6, , ,3, ,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , ,3, , , , , , , , , ,2, , , , , , , , , , , ,2,West,Science,Large,3,1,2022,0,14:28:52,7132,3,1,1,1,22,23,7, ,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0, 
the Exploratorium,Staffed,R_3nxBg966VxVD2mS, ,1/23/22,1,Safari iPad,14.0.1,iPad,768x1024,10,3,Constant change up of exhibits,1, , , , , , , , , , ,1, , , , , ,5, , , , , , , , , , , , , ,3,4, , ,5,1,1, , ,1, , , ,13,7,9,10, ,9, , , , , , , , , , ,1.378,7.827,8.513,5,1, , ,1, , , , , , , , , ,1, , , , ,1,Fun day, , , , , , , ,1, , , , ,1,1,2, ,1, , , , , , , , ,1, , , , , , , , , , , , , ,1, , , , , , , , , ,2,2, ,1,95324, ,3, ,8,1,2,0, , , , , ,1, , , ,2,2, , ,2, ,2, , , , , , , , ,28,5, ,2, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,1,2022,0,14:55:38,10538,4,1,1,1,22,23,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
the Exploratorium,Staffed,R_3KVnonpVBRheADD,1194.373,1/23/22,1,Safari iPad,14.0.1,iPad,768x1024,10,3,Great and very interactive,1, , , , ,1, , , , , , , , , , , ,5, , , , , , , , , , , , , ,2,3,Good, ,5, ,1,1, , , , , ,15,10,9,10, ,10,10, , , , , , , , , ,1.229,9.094,9.951,3,1, , , , , , , , , , , , ,1, , , , , , , , ,1, , , , , , , , , ,2, ,1, , , , , , , ,1, , ,1, , , , , , , , , , , , , , , ,1, , , , , , , ,1,2, ,1,95131, ,1, ,8,1,2,0, , , ,1, , , , , ,2,6, , ,2, ,2, , , , , , , , ,33,1, , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,1,2022,0,15:18:11,10091,4,1,1,1,22,23,2,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
the Exploratorium,Staffed,R_31KIIwlVgtflvzd,886.292,1/23/22,1,Safari iPad,14.0.1,iPad,768x1024,10,3, ,1, , , , ,1, , , ,1, , , , , , , ,4, , , , , , , , , , , , , ,3,4, , ,2,1,1,1,1, , , , ,17,9,10,10, ,10,10,5, , , , , , , , ,3.311,10.725,11.936,6,1,1,1,1, , , , , , , , , , ,1, , , , , ,1, , , , , , , , , , , ,1,1,4, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,94044, ,1, ,1,3,1,1, , , , , ,1, , , ,2,6, , ,5, ,2, , , , , , , , ,37,2, , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , ,1, , , , , , , , , , , ,1,West,Science,Large,3,1,2022,0,15:48:00,10080,4,1,1,1,22,23,3,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6
the Exploratorium,Staffed,R_2EcnaVUG2GWvBsF,530.053,1/23/22,1,Safari iPad,14.0.1,iPad,768x1024,8,2, ,1, , , , , , , , , , ,1, , , , , ,4, , , , , , , , , , , , , ,2,2, , ,4,1,1,1, , , , , ,21,9,9,9, ,8,8, , , , , , , , , ,0.798,6.064,6.626,7,1,1, , , , , , , , , , , ,1, , , , , , , ,1, , , , , , , , , , ,2, ,2, , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1, , ,1, ,8,1, , , ,1, , , , , , , ,2,4, , ,4, ,2, , , , , , , , ,27,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,1,2022,0,16:04:19,7459,4,1,1,1,22,23,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, 
the Exploratorium,Staffed,R_3htPIe7d1UqL9vW,398.155,1/23/22,1,Safari iPad,14.0.1,iPad,768x1024,8,2, ,1, , , , ,1, , , , , , , , , , , ,3, , , , , , , , , , , , , ,3,2, , ,4,1, , , , , , , ,19, , , , , , , , , , , , , , , ,0.918,12.173,12.842,6,1,1,1,1, , , , , , , , , , ,1, , , , , ,1, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,West,Science,Large,3,1,2022,0,16:22:30,10350,4,1,1,1,22,23,7, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, 
the Exploratorium,Staffed,R_2ROprnQ6uMQ2vyK,218.436,1/23/22,1,Safari iPad,14.0.1,iPad,768x1024,9,3, ,1, , , ,1, , , , , , ,1, , , , , ,5, , , , , , , , , , , , , ,4, , , ,5,1,1, , , , , , ,23,10,10,10, ,8,10, , , , , , , , , ,3.57,14.173,14.859,6,1,1, ,1, , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , ,2, ,4, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,95033, ,3, ,6,1,2,0, , , , , ,1, , , ,4,3, , ,2, ,2, , , , , , , , ,23,2, ,2, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,1,2022,0,16:37:31,9451,4,1,1,1,22,23,1,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
the Exploratorium,Staffed,R_30xiQlNrgFFF7Sp,260.704,1/23/22,1,Safari iPad,14.0.1,iPad,768x1024,10,3, ,1, , , , ,1, , , , , ,1, , , , , ,5,Had a lot of fun, , , , , , , , , , , , ,3,3, , ,4,1, , ,1,1, , , ,14,10,10,10, ,9, ,10, , , , , , , , ,1.309,14.222,15.835,10,1,1, ,1, , , , ,1, , , , , ,1, , , , , , , , , , ,1, , , , , , ,1,2,3, ,1, ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,94080, ,1, ,8,1,3,0, , , , , ,1, , , ,2,6, , ,6, ,2, , , , , , , , ,27,2, ,2,2, , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,1,2022,0,16:43:32,16112,6,1,1,1,22,23,2,5,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6
the Exploratorium,Staffed,R_QmqTLRwDLjRKMVz,270.664,1/23/22,1,Safari iPad,14.0.1,iPad,768x1024,10,3,Super fun and lots of learning,1, , ,1, ,1, , , , , , , , , , , ,5, , , , , , , , , , , , , ,2,4, , ,5, ,1,1, ,1, , , ,23,10,10,10, ,10,10, ,10, , , , , , , ,2.427,12.26,12.555,15,1, , , , , , ,1, , , , , ,1, , , , , , , , , , , , ,1, , , , , ,2, ,2, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,94578, ,1, ,8,1,2,0, , , ,1, , , , , ,1,3, , ,6, ,2, , , , , , , , ,29,1, ,2, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,1,2022,0,16:55:57,10557,4,1,1,1,22,23,2,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
the Exploratorium,Staffed,R_ZxZ0rLaTtkqWZLb, ,1/27/22,1,Safari iPad,14.0.1,iPad,768x1024,10,3,Engaging and factual,1, , , , , , , ,1, , , , ,1, , , ,4, , , , , , , , , , , , , ,2,4,"Great, glad you were open", ,5,1,1,1,1,1,1,1, ,9,9,9,9, ,10,10, , , , , , , , , ,6.897,8.979,10.416,3,1,1, , , , , , , , , , ,1, , , , , , , , ,1, , , , , , , , , , ,2, ,4, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,42129, ,3, ,8,1,1,1, , , , , ,1, , , , , , , ,1, ,2, , , , , , , , ,52,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,1,2022,0,14:43:03,13383,5,5,0,1,22,23,4,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the Exploratorium,Staffed,R_3oSerUK5GBbIjv7, ,1/27/22,1,Safari iPad,14.0.1,iPad,768x1024,8,2, ,1, , , , , ,1, , , , ,1, , , ,6, ,3, , , , , , , , , , ,1, , ,1,3, , ,3,1,1,1,1, , , , ,15,7,7,3, ,6,9, , , , , , , , , ,0.957,11.388,19.215,6,1,1,1,1, , , , , , , , ,1, , , , ,1, , ,1, , , , , , , , , , , ,1,1,4, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,1,Greek,2,2, ,2,999,67,3, ,5,1,2,0, , , , , ,1, , , ,2,4, , ,2, ,2, , , , , , , , ,32,1, ,2, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,1,2022,0,15:45:39,11739,5,5,0,1,22,23,2,999,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
the Exploratorium,Staffed,R_2zbSbJBOcG6eU4L, ,1/27/22,1,Safari iPad,14.0.1,iPad,768x1024,10,3, ,1, , , , ,1, , ,1, , , , , , , , ,4, , , , , , , , , , , , , ,4, , , ,5,1, , , , , , , ,19, , , , , , , , , , , , , , , ,8.098,11.946,11.983,4,1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,1,2022,0,16:15:51,9951,4,5,0,1,22,23,7, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, 
the Exploratorium,Staffed,R_1dMJfNYXjPY5u2h,634.187,1/27/22,1,Safari iPad,14.0.1,iPad,768x1024,9,3, ,1, , , , ,1, , , ,1, , , , , , , ,4, , , , , , , , , , , , , ,4, , , ,5,1,1,1, , , , , ,14,8,8,8, ,10,10, , , , , , , , , ,4,14.88,15.7,5,1,1, ,1, , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , ,1,2,4, , ,1,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,94531, ,1, ,5,1,2,1, , , , , ,1, , , ,2,4, , ,5, ,2, , , , , , , , ,47,1, ,4, , , , , , , , ,2, , , , , , , , , ,3, , , , , , , , , ,1, , , , , , , , , , , ,2,West,Science,Large,3,1,2022,0,16:31:03,15363,6,5,0,1,22,23,4,5,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2
the Exploratorium,Staffed,R_2CZGhcwXCMH09M1, ,1/27/22,1,Safari iPad,14.0.1,iPad,768x1024,10,3, ,1, , , , , , , , , , ,1, , , , , ,5, , , , , , , , , , , , , ,3,3, , ,4,1, , , , , , , ,38,10,8,6, ,10,10,7, , , , , , , , ,2.682,16.828,19.874,5,1, , , , , , , , , , , , , , , ,1, , , , ,1, , , , , , , , , , ,3,2,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,1,Bangla,3,3, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,1,2022,0,19:27:38,4358,3,5,0,1,22,23,7, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, 
the Exploratorium,Staffed,R_wNV33ahGt2u266l,454.391,1/27/22,1,Safari iPad,14.0.1,iPad,768x1024,5,1, ,1, , , , , ,1, , , , , , , , ,6, ,3, , , , , , , , , , , , , ,3,4, , ,2,1,1, ,1,1,1,1, ,41, , , , , , , , , , , , , , , ,2.429,4.445,6.041,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Survey was too long for impromptu use,2,West,Science,Large,3,1,2022,0,19:39:03,2343,2,5,0,1,22,23,7, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, 
the Exploratorium,Staffed,R_2V4Htj2mbwwTacQ,364.428,1/27/22,1,Safari iPad,14.0.1,iPad,768x1024,10,3,Fun! Learning,1, , , ,1,1, , , , , , , , , , , ,5, , , , , , , , , , , , , ,3,1, ,N/A,3,1,1,1,1,1,1, , ,38,10,8,10, ,8, , , , , , , , , , ,3.422,13.223,14.985,6,1, , ,1, , ,1, , , , , , , ,1, , , , , ,1, , , , , , , , , , , ,1,1,2, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,94118, ,1, ,1,3,2,0, , , , ,1, , , , ,2,5, , ,5, ,2, , , , , , , , ,25,2, ,2, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Can’t wait for drinks to come back,1,West,Science,Large,3,1,2022,0,19:51:03,5763,3,5,0,1,22,23,2,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5
the Exploratorium,Staffed,R_2axxwA5cZPR3H6Z,832.919,1/27/22,1,Safari iPad,14.0.1,iPad,768x1024,7,2,I wish there was more chemical combustion projects .,1, , , , , , , , , ,1, , ,1, , , ,4, , , , , , , , , , , , , ,4, , , ,4, , ,1, , , , , ,41,8,8,10, ,10,10,10,10, , , , , , , ,6.873,18.782,19.717,6,1, , ,1, , , , , , , , , , , , , ,1, , , ,1, , , , , , , , , , ,1,2,2, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,95993, ,3, ,8,1,2,0, , , , , , , , , ,2,4, , ,11, ,2, , , , , , , , ,18,1, ,1, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,1,2022,0,20:17:36,4656,3,5,0,1,22,23,1,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
the Exploratorium,Staffed,R_1ptVURpBCWX7NvN,256.336,1/27/22,1,Safari iPad,14.0.1,iPad,768x1024,10,3, ,1, , , ,1, ,1, , , , , , , , ,6, ,4, , , , , , , , , , , , , ,4, , , ,5,1,1,1,1, , , , ,41,10,10,10, ,10,10, , , , , , , , , ,2.067,15.748,16.565,7,1, , ,1, , , ,1, , , , , ,1, , , , , , ,1, , , , , , , , , , , ,1,1,2, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,1, , ,2,2, ,1, , ,1, ,2, ,2,0, ,1, ,1, , , , , ,2,6, , ,8, ,2, , , , , , , , , ,2, ,2, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,West,Science,Large,3,1,2022,0,20:23:52,5032,3,5,0,1,22,23,7, ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0, 
the Exploratorium,Staffed,R_3hyI3SmN7Y2eI8H,242.176,1/27/22,1,Safari iPad,14.0.1,iPad,768x1024,10,3,Thursday after dark,1, , , , , ,1, , , , ,1, , , ,6, ,5, , , , , , , , , , , , , ,4, , , ,5, ,1, , ,1,1, , ,41,10,10,10, ,10,10,10,10, , , , , , , ,1.383,8.343,9.094,6,1,1, ,1, , , , , , , , , , ,1, , , , , ,1, , , , , , , , , , , ,1,1,3, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,94102, ,1, ,5,1,2,0, , , , , ,1, , , ,2,4, , ,6, ,2, , , , , , , , ,36,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,1,2022,0,20:31:55,5515,3,5,0,1,22,23,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
the Exploratorium,Staffed,R_2t9JOJszv0qYYd4,231.553,1/27/22,1,Safari iPad,14.0.1,iPad,768x1024,6,1, ,1, , , , , ,1, , , , , , , , ,6, ,3,More exhibit variance and maybe a few presentations would be better. Let’s see some sponsored tech demos. You’re have potential you’re not reaching.., , , , , , , , , , , , ,4, , , ,5, , , , , , , ,1,45,7,7,7, ,7,7,7,7, , , , , , , ,1.073,1.578,2.573,2,1, , , , , , , , , , , , , ,1, , , , , ,1, , , , , , , , , , , ,1,1,2, ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,94947, ,1, ,4,1,2,0, , , , , ,1, , , ,2,4, , ,7, ,2, , , , , , , , ,27,1, ,2, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,1,2022,0,20:38:02,2282,2,5,0,1,22,23,2,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3
the Exploratorium,Staffed,R_3P6wraXansfXWni,654.547,2/17/22,1,Safari iPad,14.1.1,iPad,768x1024,10,3, Number of exhibits and age range fir them.,1, , , , , , , , , , ,1, , , , , ,4, , , , , , , , , , , , , ,3,4,Hand sanitizer everywhere, ,4,1,1,1, , , , , ,5,10,9,10, ,8,10, , , , , , , , , ,6.485,17.096,18.008,3,1,1, , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , ,4, ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,2, ,1,94577, ,1, ,7,1,2,0, , , , , ,1, , , ,1,5, , ,3, ,2, , , , , , , , ,75,1, ,6, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,2,2022,0,14:19:26,15566,6,5,0,1,22,23,6,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
the Exploratorium,Staffed,R_3hGVZdeiV5UKj5C, ,2/17/22,1,Safari iPad,14.1.1,iPad,768x1024,9,3, ,1, , , , , , , ,1, , , , , , , , ,4, , , , , , , , , , , , , ,3,3, , ,5,1, ,1,1, , , , ,17,10,10, , ,10,8,10,10, , , , , , , ,5.823,27.702,28.846,4,1, , ,1, , , , ,1, , , ,1, , , , , , , , ,1, , , , , , , , , , , , ,2, , ,1,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,18062, ,2, ,5,1,2,2, , , , , ,1, , , ,2,5, , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,2,2022,0,15:11:29,7889,4,5,0,1,22,23,7,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
the Exploratorium,Staffed,R_1eFCigqaiLZudZV, ,2/17/22,1,Safari iPad,14.1.1,iPad,768x1024,10,3, ,1, , , , ,1, , , , , , , ,1, , , ,4, , , , , , , , , , , , , ,2,4, , ,5,1,1,1,1, ,1, , ,13,10,10,9, ,10,10,8, , , , , , , , ,1.641,9.09,9.965,4,1, , , , , , , ,1, , , ,1,1, , , ,1, , ,1, , , , , , , , , , , , , ,2, , ,1, , , , , , , ,1, , ,1, , , , , , , ,1, , , , , , , , , , , , ,1,1, ,1,93012, ,3, ,6,1,1,2, ,1, , , , , , , ,2,6, , ,7, ,2, , , , , , , , ,46,2, , , , , , , , , , , , , , , , , , , , ,4,3, , , , , , , , ,2,1, , , , , , , , , , ,2,West,Science,Large,3,2,2022,0,15:51:15,13875,5,5,0,1,22,23,4,5,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
the Exploratorium,Staffed,R_0J0a4wCvf9bJMdz,1084.844,2/17/22,1,Safari iPad,14.1.1,iPad,768x1024,10,3,Good interactive xhibits,1, , , , ,1, , ,1, , , , , , , , ,5, , , , , , , , , , , , , ,3,4,Hand sanitizer and hand washing opportunities everywhere staff masked and no crowds, ,4,1,1,1,1,1, , , ,5,10,10,10, ,10,10, , , , , , , , , ,1.647,39.254,40.101,10,1, ,1,1, , ,1, , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , ,2, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,95746, ,3, ,5,1,1,1, , , , , ,1, , , ,2,4, , ,11, ,2, , , , , , , , ,47,2, , , , , , , , , , , , , , , , , , , , ,3, , , , , , , , , ,1, , , , , , , , , , , ,1,West,Science,Large,3,2,2022,0,16:11:31,22291,8,5,0,1,22,23,4,5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
