Site,Method,ResponseId,duration,date,language,metadata_Browser,metadata_Version,metadata_Operating_System,metadata_Resolution,NPS,NPS_GROUP,npswhy,Finished,visit_date,motivations_normalroutine,motivations_supportsite,motivations_relax,motivations_spendtime,motivations_show,motivations_showplus2,motivations_fun_group,motivations_education_group,motivations_education_self,motivations_fun_self,motivations_other,motivations_area,motivations_other_text,exprogshow_explo,exprogshow_explo_4_TEXT,OER,oerwhy,why_oerbad_explo_1,why_oerbad_explo_2,why_oerbad_explo_3,why_oerbad_explo_4,why_oerbad_explo_5,why_oerbad_explo_6,why_oerbad_explo_7,why_oerbad_explo_8,why_oerbad_explo_9,why_oerbad_explo_10,why_oerbad_explo_11,why_oerbad_explo_11_TEXT,previsit_health,postvisit_health,explain_health_good,explain_health_bad,how_handson,explo_healthpractice_1,explo_healthpractice_2,explo_healthpractice_3,explo_healthpractice_4,explo_healthpractice_5,explo_healthpractice_6,explo_healthpractice_7,explo_healthpractice_8,entrytime,ed_quality,ent_quality,valuecost,acton_belonging,exgoodorder,staff_helpful,cafe_exp,giftshop_exp,web_helpful,museum_clean,wayfinding,staff_friendly,restrooms,ratings_ctsc_subway,ratings_ctsc_concessions,timing_explo_First_Click,timing_explo_Last_Click,timing_explo_Page_Submit,timing_explo_Click_Count,seedo_explo_1,seedo_explo_4,seedo_explo_10,seedo_explo_11,seedo_explo_12,seedo_explo_13,seedo_explo_5,seedo_explo_6,seedo_explo_7,seedo_explo_8,seedo_explo_9,seedo_explo_8_TEXT,why_sf_explo_1,why_sf_explo_2,why_sf_explo_3,why_sf_explo_4,why_sf_explo_5,why_sf_explo_6,why_sf_explo_7,why_sf_explo_7_TEXT,howhear_explo_1,howhear_explo_4,howhear_explo_5,howhear_explo_6,howhear_explo_7,howhear_explo_8,howhear_explo_9,howhear_explo_10,howhear_explo_11,howhear_explo_12,howhear_explo_3,howhear_explo_3_TEXT,adremember_explo,adaffect_explo,howarrive_explo,howarrive_explo_5_TEXT,groupmembers_explo_1,groupmembers_explo_4,groupmembers_explo_5,groupmembers_explo_6,groupmembers_explo_7,groupmembers_explo_8,groupmembers_explo_9,groupmembers_explo_3,groupmembers_explo_3_TEXT,language_explo_1,language_explo_4,language_explo_5,language_explo_6,language_explo_7,language_explo_8,language_explo_9,language_explo_10,language_explo_11,language_explo_12,language_explo_13,language_explo_14,language_explo_15,language_explo_16,language_explo_17,language_explo_18,language_explo_19,language_explo_20,language_explo_21,language_explo_22,language_explo_23,language_explo_24,language_explo_3,language_explo_3_TEXT,evermarried_explo,childrenotwith_explo,explo_emergadult,liveinus,zip,non_US,group,lastvisit_covid,lastvisit,howmanyvisits,Nadults,Nchild,race_amind_alask,race_asian,race_afram,race_hisp_lat,race_haw_pacis,race_white,race_other,race_notsay,race_other_text,lgbt,education,education_7_TEXT,income,income_pre,income_covid,disability,dis_mobility,dis_visual,dis_auditory,dis_learning,dis_cognitive,dis_other,dis_notsay,dis_other_text,age,adult1_gender,gender_3_TEXT,adult2_age,adult3_age,adult4_age,adult5_age,adult6_age,adult7_age,adult8_age,adult9_age,adult10_age,adult2_gender,adult3_gender,adult4_gender,adult5_gender,adult6_gender,adult7_gender,adult8_gender,adult9_gender,adult10_gender,adult10plus,child1_age,child2_age,child3_age,child4_age,child5_age,child6_age,child7_age,child8_age,child9_age,child10_age,child1_gender,child2_gender,child3_gender,child4_gender,child5_gender,child6_gender,child7_gender,child8_gender,child9_gender,child10_gender,child10plus,comments,member,AAM_Region,Museum_Type,Size,timezone,month,CY,QR,exittime,staytime0,staytime,day_of_week,weekend,quarter,FY,FYQ,adult1_age,state,race_norace,tot_boy,tot_girl,tot_childgen_other,tot_childgen_notsay,tot_male,tot_female,tot_other,tot_gennotsay,tot_0_3,tot_4_7,tot_8_12,tot_13_17,tot_childage_notsay,tot_childage_dontknow,tot_18_24,tot_25_34,tot_35_44,tot_45_54,tot_55_64,tot_65,tot_agenotsay,tot_agedontknow,zips_explo
the Exploratorium,Staffed,R_2akjCHCbEhKmkfZ,415.198,7/16/21,1,Safari iPad,14.0.1,iPad,768x1024,10,3,Nice to experience the exhibits without the crowds.,1, , ,1, , , , ,1, , , , , , , , ,5, , , , , , , , , , , , , ,3,4,I appreciate the mask requirements and the limited capacity., ,5,1,1, , , ,1, , ,13,10,10,10, ,10,10,10,10, , , , , , , ,2.601,17.885,18.786,7,1,1, , , , ,1,1,1, , , ,1, , , , , , , ,1, , , , , , , , , , , ,2, ,2, , ,1, , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , , ,1,1, ,1,96161, ,3, ,5,1,1,3, , , , , ,1, , , ,1,6, , ,4, ,2, , , , , , , , ,50,2, , , , , , , , , , , , , , , , , , , , ,4,4,3, , , , , , , ,2,2,2, , , , , , , , ,Thank you!,2,West,Science,Large,3,7,2021,0,16:49:24,17364,6,6,0,3,22,21,4,5,0,0,3,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0
the Exploratorium,Staffed,R_D7cDtY87ZPf9wAN,116.827,7/16/21,1,Safari iPad,14.0.1,iPad,768x1024,10,3, ,1, , , , ,1, , , , , , , , , , , ,5, , , , , , , , , , , , , ,4, , , ,5, , , , , , , ,1,25,10,10,10, ,10,10,10,10, , , , , , , ,1.929,2.718,3.712,2,1, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , ,1, , , ,10,0, , , ,1, , , , , ,1,4, , ,5, , , , , , , , , , ,34,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,7,2021,0,16:55:48,6948,3,6,0,3,22,21,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, 
the Exploratorium,QR,R_11awQx7eqxdQJnr,522.008,7/16/21,1,Chrome,91.0.4472.164,Android 9,846x412,10,3, ,1, , , ,1,1, , , , , , , , , , , ,5, , , , , , , , , , , , , ,3,2, , ,3,1, ,1, ,1, , , , ,10,10,10, ,10,10,7,10, , , , , , , ,1.649,31.163,31.88,7,1,1, , , , ,1, ,1, , , ,1,1, , , , , , ,1, , , , , , , , , , , ,1,2,2, , , ,1, , , ,1, , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,94702, ,2, ,5,1,5,0, , , , , ,1, , , ,2,6, , ,2, ,1,1, , , , , , , ,28,1, ,2,2,5,5, , , , , ,2,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,7,2021,1,17:01:18, , ,6,0,3,22,21,2,5,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,1
the Exploratorium,QR,R_DHSvdJ6Q7OyBQOd,376.077,7/16/21,1,Safari iPhone,14.1.1,iPhone,414x896,10,3,Fun and interactive,1, , , , , , , , , ,1,1, , , , , ,4, , , , , , , , , , , , , ,4, , , ,5, ,1,1, , , , , , ,10,10,6, ,10, , , , , , , , , , ,9.262,20.577,21.431,4,1, , , , , , , , , , , , , , , , ,1, , , , , , , , ,1, , , , , ,2, ,2, , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,15904, ,3, ,8,1,1,0, , , , , ,1, , , ,1,6, , ,2, ,2, , , , , , , , ,25,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"The museum could be more “loner friendly”. There were lots of options for groups of people, but the individual customers without friends didn’t have as many options. Not a big deal though. Still had fun!",2,West,Science,Large,3,7,2021,1,17:03:45, , ,6,0,3,22,21,2,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the Exploratorium,Staffed,R_s5VWlfGKZCOppG9,252.477,7/18/21,1,Safari iPad,14.1.1,iPad,768x1024,10,3, ,1, , , , , , , , ,1,1, , , , , , ,5, , , , , , , , , , , , , ,1,4, , ,5,1, , , , ,1, , ,9,10,10,10, ,10,10, , , , , , , , , ,2.129,9.078,9.821,4,1,1, , , , , , , , , , , ,1, , , ,1, , ,1, , , , , , , , , , , ,2, ,2, ,1,1, , , , , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , , ,1,1, ,1,80111, ,3, ,5,1,1,4, ,1, , , , , , , ,2,6, , ,5, ,2, , , , , , , , ,47,2, , , , , , , , , , , , , , , , , , , , ,4,4,4,4, , , , , , ,1,2,2,2, , , , , , , , ,1,West,Science,Large,3,7,2021,0,13:21:42,8502,4,1,1,3,22,21,4,6,0,1,3,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0
the Exploratorium,Staffed,R_1H762nm4shoDMZq,881.06,7/18/21,1,Safari iPad,14.1.1,iPad,768x1024,10,3,Lots of exhibits,1, , , , , , , , , , ,1,1, ,I’m interested in sci edu, , ,4, , , , , , , , , , , , , ,4, , , ,5,1,1,1, , , , , ,12,10,10,10, ,8,10, ,9, , , , , , , ,1.332,10.841,12.825,6,1,1,1, , , , ,1, , , , , , , , ,1,1, , , ,1, , , , , , , , , , ,2, ,2, , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,24015, ,3, ,8,1,1,0, , , , , ,1, , , ,1,6, , ,3, ,2, , , , , , , , ,39,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,7,2021,0,13:41:49,7009,3,1,1,3,22,21,3,46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
the Exploratorium,Staffed,R_vNzYSeMooooyaIN,344.681,7/18/21,1,Safari iPad,14.1.1,iPad,768x1024,10,3,It’s awesome,1, , , , , , , , , ,1,1, , , , , ,5, , , , , , , , , , , , , ,3,3,Less people at a time, ,5,1, , , , ,1, , ,13,10,10,7, ,10,10,7, , , , , , , , ,1.509,9.738,10.474,4,1,1, , , , , , , , , , , , , , , ,1, , , , , , , , , ,1, , , , ,1,1,1, , , , , , , ,1, , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,20003, ,3, ,8,1,2,0, , , , , ,1, , , ,2,4, , ,9, ,2, , , , , , , , ,23,1, ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,7,2021,0,13:50:30,6630,3,1,1,3,22,21,1,51,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
the Exploratorium,QR,R_2fB8rPEQ397aJcO,900.652,7/18/21,1,Chrome,83.0.4103.106,Android 11,412x869,10,3, ,1, , ,1, ,1, , , , , , , , , , , ,5,It was fun and cool...lots of hands on exhibits, , , , , , , , , , , , ,4, , , ,4,1,1, ,1, ,1, , , ,10,10,5, ,10,10,10, , , , , , , , ,14.858,60.785,62.133,12,1, , , , , ,1, , , , , , , ,1, , , , , ,1, , , , , , , , , , , ,2, ,2, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,94124, ,1, ,7,1,2,2, , ,1, , , , , , ,2,4, , ,8, ,1,1, , , , , , , ,62,2, ,6, , , , , , , , ,1, , , , , , , , , ,2,2, , , , , , , , ,2,2, , , , , , , , , , ,2,West,Science,Large,3,7,2021,1,14:19:44, , ,1,1,3,22,21,5,5,0,0,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,5
the Exploratorium,QR,R_bHhpFNHzdfXdG2B,338.499,7/18/21,1,Safari iPhone,14.1.1,iPhone,375x667,10,3,Vast number of experiences for many different ages.,1, , , , ,1, , , ,1, , , , , , , ,5, , , , , , , , , , , , , ,3,4, , ,5,1, , , , , , , , ,10,10,10, ,10,10, , , , , , , , , ,7.896,17.797,18.64,5,1,1,1, , , , , , , , , ,1, , , , , , , , , , , , , ,1, , , , , ,1,2,1, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,47401, ,2, ,8,1,2,1, , , , , ,1, , , ,2,4, , ,11, ,2, , , , , , , , , ,1, ,7, , , , , , , , ,4, , , , , , , , , ,5, , , , , , , , , ,4, , , , , , , , , , , ,2,West,Science,Large,3,7,2021,1,14:36:09, , ,1,1,3,22,21,7,14,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
the Exploratorium,QR,R_3x63KjnBnNMA61r,563.086,7/18/21,1,Chrome,91.0.4472.120,Android 11,412x883,10,3, ,1, , , , , , , , , , , ,1, ,We LOVE science!, , ,5,"It was rad, many exhibits, large building, and you made people wear masks", , , , , , , , , , , , ,2,4,You made people wear masks and had plenty of hand sanitizer., ,5,1,1,1,1,1,1,1, , ,10,10,10, ,10,10,10, , , , , , , , ,10.219,14.859,15.724,3,1,1, , , , , , ,1, , , ,1, , , , ,1, , , , , , , , , , , , ,1,I went to the old location years ago and wanted to see the new location,1,2,3, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,3,2, ,1,97003, ,3, ,7,1,2,0, ,1, , , ,1, , , ,2,4, , ,5, ,2, , , , , , , , ,32,1, ,2, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,7,2021,1,14:56:36, , ,1,1,3,22,21,2,37,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
the Exploratorium,Staffed,R_1ms0doIdaqvnzYT,208.204,7/18/21,1,Safari iPad,14.1.1,iPad,768x1024,10,3, ,1, , , , ,1, , , , , ,1, , , , , ,5, , , , , , , , , , , , , ,4, , , ,5, ,1,1, ,1, , , ,17,10,10,10, ,10,10, ,10, , , , , , , ,2.264,10.301,11.426,5,1,1, , , , ,1, , , , , , ,1, , , , , , , , , , , , , , ,1, , , ,3,2,4, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,95382, ,3, ,8,1,2,2, , , , , , , ,1, ,2,6, , ,6, ,2, , , , , , , , ,44,2, ,3, , , , , , , , ,1, , , , , , , , , ,3,3, , , , , , , , ,2,1, , , , , , , , , , ,2,West,Science,Large,3,7,2021,0,15:19:58,8398,4,1,1,3,22,21,3,5,0,1,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
the Exploratorium,Staffed,R_2Yybh29NlHtTXbJ,326.28,7/18/21,1,Safari iPad,14.1.1,iPad,768x1024,7,2, ,1, , , , ,1, , , ,1, , , , , , , ,3, , , , , , , , , , , , , ,4, , , ,2, ,1, , , , , , ,15,8,7,9, ,9, ,3, , , , , , , , ,3.59,9.663,10.057,8,1,1, , , , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , , , , ,2, ,2, ,1, , , , , ,1, , ,1, , , , , , , , , , , , , , , , , , , , , , , ,3,3, ,1, , ,1, ,9, ,2,1, , , , , , , ,1, ,2,6, , ,8, ,2, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Restaurant was very expensive. That would prevent me from visiting again,2,West,Science,Large,3,7,2021,0,16:01:29,12689,5,1,1,3,22,21,7, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, 
the Exploratorium,Staffed,R_3CCU1bjcABCyFFa,277.66,7/18/21,1,Safari iPad,14.1.1,iPad,768x1024,10,3,The amount of things to do.,1, , , , ,1, , , ,1, , , , , , , ,5, , , , , , , , , , , , , ,4, , , ,5,1,1,1, , , , , ,15,10,10,10, ,10,10,10,10, , , , , , , ,5.246,9.687,12.02,4,1,1, , , , , , ,1, , , ,1, , , , , , , , ,1, , , , , , , , , , ,3,2,4, ,1,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,3,1, ,1,89832, ,2, ,8,1,2,2,1, , , , , , , , ,2,6, , ,4, ,2, , , , , , , , ,53,1, ,3, , , , , , , , , , , , , , , , , , ,2,3, , , , , , , , , , , , , , , , , , , ,Not right now,2,West,Science,Large,3,7,2021,0,16:32:10,14530,6,1,1,3,22,21,4,28,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
the Exploratorium,QR,R_2AHJe21WmZFdGPg,274.064,7/18/21,1,Safari iPhone,14.1.1,iPhone,375x812,10,3, ,1, , , , , , , ,1, ,1, , , , , , ,5,It was awesome, , , , , , , , , , , , ,4, , , ,5,1,1,1,1,1, , , , ,10,8,8, ,10,10,10,10, , , , , , , ,2.724,8.661,9.501,11,1,1,1, , , , ,1, , , , , , , , , ,1, , , , , ,1, , , , , , , , ,2, ,1, ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,92103, ,3, ,8,1,3,0, , , , , ,1, , , ,2,4, , ,1, ,2, , , , , , , , , ,1, ,2,2, , , , , , , ,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,7,2021,1,16:39:23, , ,1,1,3,22,21,7,5,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
the Exploratorium,Staffed,R_12RTwTDofBco747,221.416,7/18/21,1,Safari iPad,14.1.1,iPad,768x1024,10,3,Fun to explore and try things. Lots of room and good variety. Good value,1, , , , ,1, , , , , ,1, , , , , ,5, , , , , , , , , , , , , ,4, , , ,5, , , , ,1, , , ,20,10,10,10, ,8,10, , , , , , , , , ,1.313,5.148,5.991,4,1,1, , , , , , , , , , ,1, , , , , , , , ,1, , , , , , , , , , ,2, ,3, ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,59601, ,3, ,8,1,3,0, , , , , ,1, , , ,2,4, , ,2, ,2, , , , , , , , ,24,2, ,1,2, , , , , , , ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Loved our visit!,2,West,Science,Large,3,7,2021,0,16:42:36,10656,4,1,1,3,22,21,1,26,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
the Exploratorium,Staffed,R_3I4Xe5SqNQeJu4U,215.555,7/18/21,1,Safari iPad,14.1.1,iPad,768x1024,10,3,Well spread out and a wide variety of exhibits,1, , ,1, , , , , , , ,1, , , , , ,4, , , , , , , , , , , , , ,4, , , ,5, ,1,1,1,1, , , ,25,10,8,10, ,10,10, , , , , , , , , ,1.906,4.936,9.212,4,1,1,1, , , , , , , , , , , ,1,1, , , , , , , ,1, , , , , , , , ,1,2,4, , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,2, ,1,94107, ,1, ,8,1,1,0, , , , , ,1, , , ,1,5, , ,8, ,2, , , , , , , , ,30,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,West,Science,Large,3,7,2021,0,16:51:53,6713,3,1,1,3,22,21,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
the Exploratorium,QR,R_2Vz0UJ4OxDRD4sJ,297.671,7/18/21,1,Safari iPhone,14.1.1,iPhone,390x844,10,3, ,1, , , , ,1, , , , , ,1, , , , , ,5,The exhibits are awesome, , , , , , , , , , , , ,4, , , ,5, , ,1, , , , , , ,10,10,10, ,10,10,10,10, , , , , , , ,2.393,8.677,10.12,4,1,1, , , , , , ,1, , , , , ,1, , , , , , ,1, , , , , , , , , , ,1,2,3, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,11733, ,3, ,8,1,2,0, , , , , ,1, , , ,2,3, , ,10, ,2, , , , , , , , ,19,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,7,2021,1,17:00:03, , ,1,1,3,22,21,1,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
the Exploratorium,QR,R_3PIbpso97secVOs,237.099,7/18/21,1,Safari iPhone,14.1.1,iPhone,375x812,8,2,Very interactive,1, , , , ,1, , , , ,1, , , , , , ,4, , , , , , , , , , , , , ,3,3, , ,5,1,1,1,1, , , , , ,10,10,10, ,10,10, , , , , , , , , ,3.232,6.441,7.897,2,1, , , , , , , , , , , ,1, , , , , , , ,1, , , , , , , , , , , ,1,2,2, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,77479, ,2, ,8,1,2,0, , , , , ,1, , , ,2,3, , ,6, ,2, , , , , , , , ,21,1, ,1, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,7,2021,1,17:01:00, , ,1,1,3,22,21,1,43,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
the Exploratorium,Staffed,R_ePfgEX8S3pvYr1n,245.04,7/18/21,1,Safari iPad,14.1.1,iPad,768x1024,9,3, ,1, , , , , , , , , , ,1, , , , , ,4, , , , , , , , , , , , , ,1,3, , ,4,1,1,1,1, ,1, , ,29,9,7,9, ,10,10, , , , , , , , , ,2.713,9.679,10.9,3,1, , , , , , , , , , , ,1, , , , , , , , ,1, , , , , , , , , , ,2, ,2, ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,1,Tamil,2,2, ,1, , ,1, ,8,1,2,0, ,1, , , , , , , ,2,6, , ,11, ,2, , , , , , , , ,25,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,7,2021,0,17:02:07,3727,3,1,1,3,22,21,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, 
the Exploratorium,QR,R_2sTEMlhS3H4tvyl,261.554,7/18/21,1,Safari iPhone,14.1.1,iPhone,390x844,10,3, ,1, , , , ,1, , , , , , , , , , , ,4, , , , , , , , , , , , , ,4, , , ,4, ,1,1, , , , , , ,10,10,9, ,10,9, , , , , , , , , ,2.521,5.922,11.447,2,1, , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , ,1,2,3, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,84010, ,3, ,8,1,2,1, , , , , ,1, , , ,2,4, , ,4, ,2, , , , , , , , ,35,1, ,3, , , , , , , , ,2, , , , , , , , , ,2, , , , , , , , , ,1, , , , , , , , , , , ,2,West,Science,Large,3,7,2021,1,22:58:44, , ,1,1,3,22,21,3,44,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
the Exploratorium,QR,R_3PbsJBAa0SbVUyg,306.536,7/19/21,1,Safari iPhone,14.1.1,iPhone,375x667,9,3,So many fun exhibits,1, , , , , , , ,1, , , , , , , , ,4, , , , , , , , , , , , , ,3,3, , ,4,1,1, , ,1,1, , , ,10,10,10, ,7,9, ,10, , , , , , , ,4.504,13.945,17.316,5,1,1,1, , , , ,1, , , , , ,1, , , ,1, , ,1, , , , , , , , , , , ,2, ,1, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,94087, ,1, ,4,1,1,2, ,1, , , , , , , ,2,6, , ,8, ,2, , , , , , , , ,47,2, , , , , , , , , , , , , , , , , , , , ,3,4, , , , , , , , , , , , , , , , , , , , ,1,West,Science,Large,3,7,2021,1,6:33:12, , ,2,0,3,22,21,4,5,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,7
the Exploratorium,QR,R_2S8eSLjaABriCjK,305.77,7/19/21,1,Safari iPhone,14.1.1,iPhone,414x896,9,3, ,1, , , , ,1, , ,1, , , , , , , , ,4, , , , , , , , , , , , , ,2,2, , ,4, ,1,1, ,1, , , , ,9,10,8, ,9, ,9,9, , , , , , , ,5.85,13.392,14.308,6,1,1, , , , , ,1,1, , , , ,1, , , , , , ,1, , , , , , , , , , , ,3,2,4, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,95822, ,3, ,7,1,2,2, ,1, , , , , , , ,2,4, , ,4, ,2, , , , , , , , ,37,2, ,6, , , , , , , , ,2, , , , , , , , , ,1,2, , , , , , , , ,1,1, , , , , , , , , , ,2,West,Science,Large,3,7,2021,1,9:39:58, , ,2,0,3,22,21,3,5,0,2,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
the Exploratorium,Staffed,R_3e2hE3YrKsdCCdb,254.499,7/25/21,1,Safari iPad,14.0.1,iPad,768x1024,10,3,Great interactive exhibits,1, , , , , , , ,1, , , , , , , , ,5, , , , , , , , , , , , , ,3,4, , ,5, ,1, , , , , , ,5,10,10,10, ,10,10,10,10, , , , , , , ,3.522,12.477,13.948,7,1,1, , , , , ,1,1, , , ,1, , , , ,1, , ,1, , , , , , , , , , , ,2, ,4, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,55104, ,3, ,5,1,3,1, , , , , ,1, , , ,2,4, , ,2, ,2, , , , , , , , ,53,1, ,6,1, , , , , , , ,2,1, , , , , , , , ,4, , , , , , , , , ,1, , , , , , , , , , , ,1,West,Science,Large,3,7,2021,0,13:27:09,12429,5,1,1,3,22,21,4,23,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
the Exploratorium,Staffed,R_3ph6LDtbOorFab9,221.1,7/25/21,1,Safari iPad,14.0.1,iPad,768x1024,10,3, ,1, , , , ,1, , , ,1, , , , , , , ,5,"Thorough, fun, enjoyable!", , , , , , , , , , , , ,2,4, , ,5,1,1,1, , , , , ,8,10,10,8, ,10,10,10, , , , , , , , ,1.378,6.387,7.456,3,1, , , , , , , , , , , , , , , , ,1, , ,1, , , , , , , , , , , ,1,2,2, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1, , ,2, ,8,1,3,4, , , , , , , ,1, ,4,6, , ,11, ,2, , , , , , , , ,53,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,West,Science,Large,3,7,2021,0,13:33:09,10089,4,1,1,3,22,21,4, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, 
the Exploratorium,Staffed,R_3ewpggP0RKHCrmN,939.789,7/25/21,1,Safari iPad,14.0.1,iPad,768x1024,9,3, ,1, , , , ,1, , , ,1, , , , , , , ,4, , , , , , , , , , , , , ,3,4, , ,4,1,1,1, ,1, , , ,7,10,9,9, ,10,10,9,9, , , , , , , ,2.223,26.111,27.237,6,1,1,1, , , , , ,1, , , , ,1, , , , , , ,1, , , , , , , , , , , ,3, ,2, , ,1, , , , , , , ,1, , , , , , , , , ,1, , , , , , , , , , , , , ,1,1, ,1,95117, ,1, ,4,1,2,1, ,1, , , , , , , ,2,6, , ,5, ,2, , , , , , , , ,39,1, ,3, , , , , , , , ,2, , , , , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , ,1,West,Science,Large,3,7,2021,0,14:27:22,14242,5,1,1,3,22,21,3,5,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,7
